0 1.162209
4 14.941188
8 3.856426
12 2.308965
16 8.538422
20 2.352437
24 2.018063
28 2.107713
32 2.124335
36 2.639913
40 2.656887
44 3.05303
48 4.068342
52 3.025216
56 4.669794
60 3.970218
64 4.287341
68 4.215249
72 5.693932
76 7.768862
80 5.049946
84 4.29798
88 5.663405
92 6.190612
96 5.203252
100 3.172606
104 5.741282
108 5.91855
112 4.79059
116 4.000924
120 7.728123
124 7.986151
128 6.864004
132 6.434073
136 9.541187
140 9.344984
144 8.949293
148 12.220765
152 10.542972
156 10.832726
160 14.920064
164 13.708779
168 15.761039
172 16.577808
176 17.604857
180 16.294095
184 18.859079
188 18.525344
192 18.709426
196 20.135335
200 0.0
