0 4.342818
4 5.192616
8 4.043933
12 4.221914
16 13.260619
20 1.353661
24 1.301951
28 1.248165
32 1.255394
36 1.560833
40 1.855372
44 2.009265
48 1.640469
52 1.154453
56 1.992446
60 2.292635
64 10.17273
68 2.433242
72 2.844756
76 7.157418
80 2.175083
84 2.666473
88 3.386289
92 3.941366
96 2.874131
100 1.765278
104 3.927774
108 3.555617
112 2.302219
116 1.740608
120 3.963214
124 4.018235
128 3.16339
132 3.237968
136 4.763111
140 5.560677
144 3.870927
148 6.535552
152 5.515267
156 5.072919
160 8.314518
164 6.938794
168 7.811302
172 7.455174
176 8.256102
180 8.706341
184 8.63726
188 8.594577
192 9.764652
196 9.925756
200 0.0
