0 0.089556
50 0.324522
100 0.544872
150 0.496764
200 0.644636
250 0.754842
300 0.923411
350 1.087702
400 1.283135
450 1.593099
500 1.687021
550 1.806868
600 1.929334
650 2.102498
700 2.306297
750 2.596146
800 2.674692
850 3.047679
900 3.352339
950 3.456371
1000 3.769206
1050 6.100651
1100 6.031176
1150 4.308597
1200 4.793335
1250 4.663957
1300 4.603535
1350 5.081194
1400 5.20107
1450 5.856075
1500 5.395104
1550 6.355835
1600 6.841484
1650 8.081133
1700 7.218932
1750 6.966937
1800 8.235268
1850 8.47002
1900 8.606503
1950 9.904465
2000 10.636854
2050 11.692947
2100 11.526315
2150 10.90587
2200 12.090108
2250 9.026044
2300 10.789218
2350 10.676357
2400 10.544729
2450 10.010753
2500 10.426744
2550 10.072702
2600 11.608168
2650 16.209209
2700 11.755295
2750 14.006072
2800 13.029141
2850 13.271195
2900 12.84662
2950 15.696285
3000 11.991462
3050 14.164653
3100 21.279586
3150 14.913396
3200 20.147464
3250 20.225373
3300 16.12296
3350 23.34594
3400 15.697344
3450 17.499559
3500 16.277468
3550 15.360122
3600 17.434451
3650 18.174033
3700 18.416592
3750 18.164617
3800 18.794363
3850 18.918125
3900 18.876318
3950 20.139718
4000 20.931047
4050 21.077851
4100 21.673939
4150 20.073725
4200 20.134802
4250 20.865989
4300 21.118333
4350 27.021489
4400 21.341133
4450 21.539811
4500 21.329307
4550 21.268571
4600 21.95403
4650 22.415936
4700 22.560532
4750 24.737694
4800 30.549829
4850 23.104557
4900 31.032562
4950 21.661096
5000 24.268469
5050 25.453148
5100 35.100575
5150 24.987089
5200 24.903316
5250 28.612767
5300 26.138752
5350 27.029871
5400 24.195742
5450 27.637991
5500 27.494969
5550 33.023911
5600 31.15958
5650 30.627843
5700 32.76191
5750 34.299629
5800 35.316613
5850 35.589921
5900 35.01834
5950 30.103577
6000 32.009708
6050 30.117692
6100 33.454137
6150 34.101791
6200 32.550486
6250 33.837071
6300 34.733191
6350 34.450924
6400 33.366471
6450 35.409101
6500 35.21924
6550 34.854466
6600 35.598445
6650 35.521154
6700 30.893563
6750 39.513063
6800 40.228114
6850 40.963966
6900 42.531786
6950 38.454099
7000 37.825699
7050 39.797303
7100 39.001293
7150 40.706817
7200 40.403349
7250 42.940305
7300 41.204591
7350 43.562793
7400 46.974582
7450 45.972604
7500 68.103863
7550 50.571707
7600 47.283668
7650 46.208082
7700 47.299084
7750 45.94705
7800 45.52972
7850 44.537804
7900 63.434978
7950 45.287918
8000 48.725552
8050 45.541632
8100 46.407354
8150 46.590234
8200 47.886679
8250 46.954362
8300 49.20305
8350 54.88628
8400 66.998856
8450 63.737866
8500 51.652922
8550 52.652722
8600 54.850448
8650 54.202489
8700 52.887489
8750 53.183048
8800 54.111136
8850 58.553487
8900 59.92292
8950 63.509884
9000 63.873523
9050 56.885694
9100 57.642065
9150 56.233789
9200 58.626262
9250 57.03668
9300 57.447756
9350 46.218445
9400 59.039918
9450 60.733716
9500 59.967204
9550 62.030115
9600 64.707635
9650 62.682368
9700 69.369873
9750 72.96033
9800 64.300315
9850 70.45156
9900 65.552202
9950 69.390707
10000 64.652492
